"cty","Name","Household_Income_rP_gP_p25"
"cty72033","Catano Municipio, PR",24237
"cty13093","Dooly County, GA",24202
"cty13193","Macon County, GA",24175
"cty72023","Cabo Rojo Municipio, PR",24173
"cty13243","Randolph County, GA",24168
"cty72021","Bayamon Municipio, PR",24160
"cty37063","Durham County, NC",24151
"cty13303","Washington County, GA",24131
"cty13245","Richmond County, GA",24116
"cty47047","Fayette County, TN",24114
"cty13215","Muscogee County, GA",24109
"cty45021","Cherokee County, SC",24104
"cty51590","Danville city, VA",24075
"cty13255","Spalding County, GA",24008
"cty45053","Jasper County, SC",23961
"cty13237","Putnam County, GA",23939
"cty47095","Lake County, TN",23839
"cty13261","Sumter County, GA",23818
"cty05035","Crittenden County, AR",23807
"cty01113","Russell County, AL",23802
"cty13037","Calhoun County, GA",23688
"cty28107","Panola County, MS",23687
"cty13061","Clay County, GA",23674
"cty45039","Fairfield County, SC",23631
"cty01085","Lowndes County, AL",23628
"cty13081","Crisp County, GA",23561
"cty45033","Dillon County, SC",23555
"cty13009","Baldwin County, GA",23554
"cty45009","Bamberg County, SC",23544
"cty28049","Hinds County, MS",23523
"cty13089","DeKalb County, GA",23508
"cty72019","Barranquitas Municipio, PR",23507
"cty45069","Marlboro County, SC",23489
"cty01063","Greene County, AL",23480
"cty72137","Toa Baja Municipio, PR",23473
"cty13121","Fulton County, GA",23455
"cty72031","Carolina Municipio, PR",23447
"cty72055","Guanica Municipio, PR",23425
"cty13007","Baker County, GA",23419
"cty01101","Montgomery County, AL",23400
"cty29510","St. Louis city, MO",23396
"cty28025","Clay County, MS",23371
"cty72089","Luquillo Municipio, PR",23358
"cty72101","Morovis Municipio, PR",23355
"cty37065","Edgecombe County, NC",23329
"cty72073","Jayuya Municipio, PR",23311
"cty28119","Quitman County, MS",23306
"cty72059","Guayanilla Municipio, PR",23270
"cty72025","Caguas Municipio, PR",23247
"cty28135","Tallahatchie County, MS",23232
"cty28027","Coahoma County, MS",23149
"cty37181","Vance County, NC",23019
"cty13301","Warren County, GA",22986
"cty46041","Dewey County, SD",22934
"cty13021","Bibb County, GA",22928
"cty13319","Wilkinson County, GA",22919
"cty05107","Phillips County, AR",22862
"cty17003","Alexander County, IL",22858
"cty72039","Ciales Municipio, PR",22824
"cty37155","Robeson County, NC",22736
"cty24510","Baltimore city, MD",22729
"cty72131","San Sebastian Municipio, PR",22721
"cty28083","Leflore County, MS",22711
"cty28133","Sunflower County, MS",22686
"cty13259","Stewart County, GA",22679
"cty51595","Emporia city, VA",22662
"cty13265","Taliaferro County, GA",22662
"cty72103","Naguabo Municipio, PR",22597
"cty47075","Haywood County, TN",22589
"cty28151","Washington County, MS",22513
"cty72071","Isabela Municipio, PR",22478
"cty47157","Shelby County, TN",22453
"cty13239","Quitman County, GA",22378
"cty13141","Hancock County, GA",22318
"cty37093","Hoke County, NC",22227
"cty28021","Claiborne County, MS",22206
"cty28053","Humphreys County, MS",22187
"cty01087","Macon County, AL",22137
"cty51690","Martinsville city, VA",22043
"cty72115","Quebradillas Municipio, PR",22036
"cty45005","Allendale County, SC",22019
"cty13095","Dougherty County, GA",21903
"cty13273","Terrell County, GA",21771
"cty51760","Richmond city, VA",21698
"cty37165","Scotland County, NC",21681
"cty02068","Denali Borough, AK",21633
"cty72027","Camuy Municipio, PR",21572
"cty51730","Petersburg city, VA",21551
"cty72075","Juana Diaz Municipio, PR",21470
"cty72081","Lares Municipio, PR",21450
"cty02164","Lake and Peninsula Borough, AK",21399
"cty12039","Gadsden County, FL",21282
"cty72007","Aguas Buenas Municipio, PR",21191
"cty02070","Dillingham Census Area, AK",21183
"cty72139","Trujillo Alto Municipio, PR",21133
"cty72053","Fajardo Municipio, PR",21116
"cty72129","San Lorenzo Municipio, PR",21115
"cty46121","Todd County, SD",20748
"cty02060","Bristol Bay Borough, AK",20660
"cty72109","Patillas Municipio, PR",20585
"cty72153","Yauco Municipio, PR",20567
"cty02198","Prince of Wales-Hyder Census Area, AK",20419
"cty72107","Orocovis Municipio, PR",20340
"cty08079","Mineral County, CO",19981
"cty28143","Tunica County, MS",19833
"cty38085","Sioux County, ND",19803
"cty02185","North Slope Borough, AK",19349
"cty72141","Utuado Municipio, PR",18938
"cty72123","Salinas Municipio, PR",18808
"cty02290","Yukon-Koyukuk Census Area, AK",18385
"cty55078","Menominee County, WI",17926
"cty72065","Hatillo Municipio, PR",17874
"cty72037","Ceiba Municipio, PR",17787
"cty72085","Las Piedras Municipio, PR",17655
"cty72143","Vega Alta Municipio, PR",17243
"cty72003","Aguada Municipio, PR",16515
"cty72009","Aibonito Municipio, PR",16313
"cty72151","Yabucoa Municipio, PR",16130
"cty72105","Naranjito Municipio, PR",15902
"cty72145","Vega Baja Municipio, PR",15799
"cty72121","Sabana Grande Municipio, PR",15735
"cty72095","Maunabo Municipio, PR",15664
"cty72069","Humacao Municipio, PR",15617
"cty02180","Nome Census Area, AK",15412
"cty46102","Oglala Lakota County, SD",15401
"cty02050","Bethel Census Area, AK",15102
"cty02188","Northwest Arctic Borough, AK",14825
"cty72077","Juncos Municipio, PR",14806
"cty02105","Hoonah-Angoon Census Area, AK",14361
"cty72091","Manati Municipio, PR",14359
"cty72087","Loiza Municipio, PR",14338
"cty72029","Canovanas Municipio, PR",14053
"cty72133","Santa Isabel Municipio, PR",14029
"cty72117","Rincon Municipio, PR",13456
"cty72045","Comerio Municipio, PR",12234
"cty02158","Kusilvak Census Area, AK",12230
"cty72149","Villalba Municipio, PR",11908
"cty02282","Yakutat City and Borough, AK",4843
"cty72001","Adjuntas Municipio, PR",1032
"cty48269","King County, TX",
"cty72054","Florida Municipio, PR",
"cty72147","Vieques Municipio, PR",
"cty72083","Las Marias Municipio, PR",
"cty72017","Barceloneta Municipio, PR",
"cty15005","Kalawao County, HI",
"cty30069","Petroleum County, MT",
"cty48301","Loving County, TX",
"cty31005","Arthur County, NE",
"cty72067","Hormigueros Municipio, PR",
"cty72049","Culebra Municipio, PR",
"cty72093","Maricao Municipio, PR",
